RA,CÓDIFO DE TURMA,TURMA INDEFERIDA,MOTIVO,NOME_TURMA,TURNO,CAMPOS,ANO_INGRESSO
11042316,NA1ESTO001-17SB,Circuitos Elétricos e Fotônica A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Circuitos Elétricos e Fotônica,N,SB,2016
11042316,NAESTS009-17SB,Materiais Compósitos e Aplicações Estruturais A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Materiais Compósitos e Aplicações Estruturais,N,SB,2016
11042416,NAESTO008-17SA,Mecânica dos Sólidos I A-Noturno (Santo André),Critério de preenchimento de vagas,Mecânica dos Sólidos I,N,SA,2016
11042513,NABHO0002-15SB,Pensamento Econômico A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Econômico,N,SB,2013
11042615,NAESZA017-17SA,Lógica Programável A-Noturno (Santo André),Critério de preenchimento de vagas,Lógica Programável,N,SA,2015
11042816,NA1ESTO902-17SA,Engenharia Unificada I A1-Noturno (Santo André),Critério de preenchimento de vagas,Engenharia Unificada I,N,SA,2016
11042911,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2011
11042911,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2011
11042911,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2011
11042911,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2011
11043014,NAESZU002-17SA,Compostagem A-Noturno (Santo André),Critério de preenchimento de vagas,Compostagem,N,SA,2014
11043115,NAESZM032-17SA,Biomateriais A-Noturno (Santo André),Critério de preenchimento de vagas,Biomateriais,N,SA,2015
11043115,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2015
11043215,DA1MCTA018-13SA,Programação Orientada a Objetos A1-Matutino (Santo André),Critério de preenchimento de vagas,Programação Orientada a Objetos,D,SA,2015
11043215,DA2MCTA024-13SA,Sistemas Digitais A2-Matutino (Santo André),Critério de preenchimento de vagas,Sistemas Digitais,D,SA,2015
11043515,NAESTG016-17SB,Qualidade em Sistemas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Qualidade em Sistemas,N,SB,2015
11043515,DAESZG031-17SB,Engenharia Humana A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Humana,D,SB,2015
11043515,DAESZG041-17SB,Gestão da Inovação A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Gestão da Inovação,D,SB,2015
11043515,DAESZG017-17SB,Clima e Cultura Organizacional A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Clima e Cultura Organizacional,D,SB,2015
11043614,NAESZU002-17SA,Compostagem A-Noturno (Santo André),Critério de preenchimento de vagas,Compostagem,N,SA,2014
11043715,NAESZU034-17SA,Ecologia do Ambiente Urbano A-Noturno (Santo André),Critério de preenchimento de vagas,Ecologia do Ambiente Urbano,N,SA,2015
11043715,NANHT1002-15SA,Bioética A-Noturno (Santo André),Critério de preenchimento de vagas,Bioética,N,SA,2015
11043715,NAESZM002-17SA,Nanociência e Nanotecnologia A-Noturno (Santo André),Critério de preenchimento de vagas,Nanociência e Nanotecnologia,N,SA,2015
11043814,NA1BIQ0602-15SA,Estrutura e Dinâmica Social A1-Noturno (Santo André),Critério de preenchimento de vagas,Estrutura e Dinâmica Social,N,SA,2014
11043814,NAESTO013-17SA,Engenharia Econômica A-Noturno (Santo André),Critério de preenchimento de vagas,Engenharia Econômica,N,SA,2014
11043816,DAESTG005-17SB,Engenharia Econômica Aplicada a Sistemas de Gestão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Econômica Aplicada a Sistemas de Gestão,D,SB,2016
11043816,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2016
11043816,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2016
11043816,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2016
11043816,DAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Matutino (São Bernardo do Campo)",Critério de preenchimento de vagas,"Elaboração, Análise e Avaliação de Projetos",D,SB,2016
11043914,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2014
11044015,NANHT1002-15SA,Bioética A-Noturno (Santo André),Critério de preenchimento de vagas,Bioética,N,SA,2015
11044015,NAESZA017-17SA,Lógica Programável A-Noturno (Santo André),Critério de preenchimento de vagas,Lógica Programável,N,SA,2015
11044115,NAESTB005-17SB,Ciência dos Materiais Biocompatíveis A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Ciência dos Materiais Biocompatíveis,N,SB,2015
11044212,NBBHO0002-15SB,Pensamento Econômico B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pensamento Econômico,N,SB,2012
11044315,NAESTS004-17SB,Desempenho de Aeronaves A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desempenho de Aeronaves,N,SB,2015
11044316,NBESTO012-17SA,Princípios de Administração B-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2016
11044316,NANHT1002-15SA,Bioética A-Noturno (Santo André),Critério de preenchimento de vagas,Bioética,N,SA,2016
11044413,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2013
11044416,DAESTG022-17SB,Sistemas CAM A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAM,D,SB,2016
11044416,DAESTG004-17SB,"Elaboração, Análise e Avaliação de Projetos A-Matutino (São Bernardo do Campo)",Critério de preenchimento de vagas,"Elaboração, Análise e Avaliação de Projetos",D,SB,2016
11044613,NAESZA017-17SA,Lógica Programável A-Noturno (Santo André),Critério de preenchimento de vagas,Lógica Programável,N,SA,2013
11044614,NCESTO902-17SB,Engenharia Unificada I C-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Unificada I,N,SB,2014
11044614,NA1ESTO001-17SB,Circuitos Elétricos e Fotônica A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Circuitos Elétricos e Fotônica,N,SB,2014
11044615,DAESZG031-17SB,Engenharia Humana A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Humana,D,SB,2015
11044615,NA1ESTG021-17SB,Sistemas CAD/CAE A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2015
11044615,DBESTG020-17SB,Sistemas e Processos de Produção B-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas e Processos de Produção,D,SB,2015
11044615,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2015
11044615,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2015
11044616,NAMCTA009-13SA,"Computadores, Ética e Sociedade A-Noturno (Santo André)",Critério de preenchimento de vagas,"Computadores, Ética e Sociedade",N,SA,2016
11044616,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2016
11044616,DAMCTA015-13SA,Linguagens Formais e Automata A-Matutino (Santo André),Critério de preenchimento de vagas,Linguagens Formais e Automata,D,SA,2016
11044616,NA2MCTA024-13SA,Sistemas Digitais A2-Noturno (Santo André),Critério de preenchimento de vagas,Sistemas Digitais,N,SA,2016
11044711,NAESTO008-17SA,Mecânica dos Sólidos I A-Noturno (Santo André),Critério de preenchimento de vagas,Mecânica dos Sólidos I,N,SA,2011
11044712,DA2ESTO902-17SA,Engenharia Unificada I A2-Matutino (Santo André),Critério de preenchimento de vagas,Engenharia Unificada I,D,SA,2012
11044712,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André),Critério de preenchimento de vagas,Princípios de Administração,D,SA,2012
11044812,NAESTO012-17SA,Princípios de Administração A-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2012
11044812,NAESZG018-17SB,Estratégias de Comunicação Organizacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,N,SB,2012
11044812,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2012
11044816,NANHT1002-15SA,Bioética A-Noturno (Santo André),Critério de preenchimento de vagas,Bioética,N,SA,2016
11044816,NAESZU034-17SA,Ecologia do Ambiente Urbano A-Noturno (Santo André),Critério de preenchimento de vagas,Ecologia do Ambiente Urbano,N,SA,2016
11045012,DBESTG020-17SB,Sistemas e Processos de Produção B-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas e Processos de Produção,D,SB,2012
11045012,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2012
11045012,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2012
11045014,NAESZM032-17SA,Biomateriais A-Noturno (Santo André),Critério de preenchimento de vagas,Biomateriais,N,SA,2014
11045016,NAESZA017-17SA,Lógica Programável A-Noturno (Santo André),Critério de preenchimento de vagas,Lógica Programável,N,SA,2016
11045212,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2012
11045215,DAESZB016-17SB,Telemedicina e Sistemas de Apoio a Decisão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Telemedicina e Sistemas de Apoio a Decisão,D,SB,2015
11045314,NAESTG024-17SB,Sistemas de Informação Corporativos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas de Informação Corporativos,N,SB,2014
11045315,NAESTB021-17SB,Sensores Biomédicos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sensores Biomédicos,N,SB,2015
11045414,NBESTO012-17SA,Princípios de Administração B-Noturno (Santo André),Critério de preenchimento de vagas,Princípios de Administração,N,SA,2014
11045415,DB1BCK0104-15SA,Interações Atômicas e Moleculares B1-Matutino (Santo André),Critério de preenchimento de vagas,Interações Atômicas e Moleculares,D,SA,2015
11045416,NAMCZA017-13SA,Processamento de Linguagem Natural A-Noturno (Santo André),Critério de preenchimento de vagas,Processamento de Linguagem Natural,N,SA,2016
11045416,NA2MCTA025-13SA,Sistemas Distribuídos A2-Noturno (Santo André),Critério de preenchimento de vagas,Sistemas Distribuídos,N,SA,2016
11045416,DB1BCK0104-15SA,Interações Atômicas e Moleculares B1-Matutino (Santo André),Critério de preenchimento de vagas,Interações Atômicas e Moleculares,D,SA,2016
11045612,NAESTG013-17SB,Pesquisa Operacional A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Pesquisa Operacional,N,SB,2012
11045612,DAESZG031-17SB,Engenharia Humana A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Humana,D,SB,2012
11045612,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2012
11045614,DAESZG018-17SB,Estratégias de Comunicação Organizacional A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Estratégias de Comunicação Organizacional,D,SB,2014
11045614,NBBHQ0001-15SB,Identidade e Cultura B-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Identidade e Cultura,N,SB,2014
11045715,NB1ESTO902-17SA,Engenharia Unificada I B1-Noturno (Santo André),Critério de preenchimento de vagas,Engenharia Unificada I,N,SA,2015
11045716,DB1BCK0104-15SA,Interações Atômicas e Moleculares B1-Matutino (Santo André),Critério de preenchimento de vagas,Interações Atômicas e Moleculares,D,SA,2016
11045912,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2012
11045912,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2012
11045915,NA1ESTO001-17SB,Circuitos Elétricos e Fotônica A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Circuitos Elétricos e Fotônica,N,SB,2015
11045915,NA2ESTO902-17SA,Engenharia Unificada I A2-Noturno (Santo André),Critério de preenchimento de vagas,Engenharia Unificada I,N,SA,2015
11046015,DAESTS010-17SB,Técnicas de Análise Estrutural e Projeto A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Técnicas de Análise Estrutural e Projeto,D,SB,2015
11046016,DAESTG023-17SB,Organização do Trabalho A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Organização do Trabalho,D,SB,2016
11046016,NA1ESTG021-17SB,Sistemas CAD/CAE A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2016
11046114,NAESTG003-17SB,Economia de Empresas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Economia de Empresas,N,SB,2014
11046114,DAESTG005-17SB,Engenharia Econômica Aplicada a Sistemas de Gestão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Econômica Aplicada a Sistemas de Gestão,D,SB,2014
11046114,NAESTG001-17SB,Custos A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Custos,N,SB,2014
11046116,DABHO0102-15SB,Desenvolvimento e Sustentabilidade A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento e Sustentabilidade,D,SB,2016
11046412,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2012
11046412,DAESTG022-17SB,Sistemas CAM A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAM,D,SB,2012
11046412,NAESTG016-17SB,Qualidade em Sistemas A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Qualidade em Sistemas,N,SB,2012
11046412,NB2ESTO902-17SA,Engenharia Unificada I B2-Noturno (Santo André),Critério de preenchimento de vagas,Engenharia Unificada I,N,SA,2012
11046611,DAESZG017-17SB,Clima e Cultura Organizacional A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Clima e Cultura Organizacional,D,SB,2011
11046611,NAESZG037-17SB,Inovação Estratégica A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Inovação Estratégica,N,SB,2011
11046611,DBESTG020-17SB,Sistemas e Processos de Produção B-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas e Processos de Produção,D,SB,2011
11046611,NAESTG002-17SB,Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Desenvolvimento Integrado do Produto,N,SB,2011
11046611,DAESTG023-17SB,Organização do Trabalho A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Organização do Trabalho,D,SB,2011
11046613,NAESTA002-17SA,Circuitos Elétricos I A-Noturno (Santo André),Critério de preenchimento de vagas,Circuitos Elétricos I,N,SA,2013
11046616,NAESTO008-17SA,Mecânica dos Sólidos I A-Noturno (Santo André),Critério de preenchimento de vagas,Mecânica dos Sólidos I,N,SA,2016
11046616,NA1ESTO001-17SB,Circuitos Elétricos e Fotônica A1-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Circuitos Elétricos e Fotônica,N,SB,2016
11046616,NA2ESTG021-17SB,Sistemas CAD/CAE A2-Noturno (São Bernardo do Campo),Critério de preenchimento de vagas,Sistemas CAD/CAE,N,SB,2016
11046616,NAESZG032-17SA,Modelos e Ferramentas de Gestão Ambiental A-Noturno (Santo André),Critério de preenchimento de vagas,Modelos e Ferramentas de Gestão Ambiental,N,SA,2016
11046616,DAESTG005-17SB,Engenharia Econômica Aplicada a Sistemas de Gestão A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Engenharia Econômica Aplicada a Sistemas de Gestão,D,SB,2016
11046616,DAESTG023-17SB,Organização do Trabalho A-Matutino (São Bernardo do Campo),Critério de preenchimento de vagas,Organização do Trabalho,D,SB,2016
